0.000000000000000000e+00,0.000000000000000000e+00
1.250052085503562649e-04,3.454196415695601763e-01
2.500104171007125299e-04,6.804572322513394722e-01
3.750156256510687948e-04,9.950427930541901889e-01
5.000208342014250597e-04,1.279721107512311606e+00
6.250260427517813789e-04,1.525935931813620972e+00
7.500312513021375896e-04,1.726287180786637787e+00
8.750364598524938003e-04,1.874753358547332827e+00
1.000041668402850119e-03,1.966872547474390887e+00
1.125046876953206439e-03,1.999876515057809279e+00
1.250052085503562758e-03,1.972773907593428744e+00
1.375057294053918860e-03,1.886380030299461108e+00
1.500062502604275179e-03,1.743292319192043305e+00
1.625067711154631498e-03,1.547812242697726104e+00
1.750072919704987601e-03,1.305815981416354798e+00
1.875078128255343920e-03,1.024577774260972296e+00
2.000083336805700239e-03,7.125512420990993689e-01
2.125088545356056558e-03,3.791152632247306031e-01
2.250093753906412877e-03,3.429204052736976871e-02
2.375098962456769196e-03,-3.115541639382076733e-01
2.500104171007125516e-03,-6.480285702649404289e-01
2.625109379557481401e-03,-9.650183324472868529e-01
2.750114588107837720e-03,-1.252996507971931628e+00
2.875119796658194039e-03,-1.503308407853318762e+00
3.000125005208550358e-03,-1.708431719628134449e+00
3.125130213758906678e-03,-1.862202584485241008e+00
3.250135422309262997e-03,-1.960000833408699794e+00
3.375140630859619316e-03,-1.998888815167960242e+00
3.500145839409975201e-03,-1.977699644277293611e+00
3.625151047960331521e-03,-1.897072217712670650e+00
3.750156256510687840e-03,-1.759431949496539360e+00
3.875161465061044159e-03,-1.568917804124080773e+00
4.000166673611400478e-03,-1.331257824146416358e+00
4.125171882161756363e-03,-1.053596895513254861e+00
4.250177090712113116e-03,-7.442819299636980190e-01
4.375182299262469002e-03,-4.126109236805527436e-01
4.500187507812825755e-03,-6.855343711615992375e-02
4.625192716363181640e-03,2.775491002761968917e-01
4.750197924913538393e-03,6.152942505230742931e-01
4.875203133463894278e-03,9.345312476835641036e-01
5.000208342014251031e-03,1.225666099033981826e+00
5.125213550564606917e-03,1.479949935722651988e+00
5.250218759114962802e-03,1.689741945713508997e+00
5.375223967665319555e-03,1.848738986354943270e+00
5.500229176215675440e-03,1.952164975968633254e+00
5.625234384766032193e-03,1.996914373313857904e+00
5.750239593316388079e-03,1.981645434274167172e+00
5.875244801866744832e-03,1.906820445123223573e+00
6.000250010417100717e-03,1.774691725850982671e+00
6.125255218967456602e-03,1.589233827339736616e+00
6.250260427517813355e-03,1.356023963656118880e+00
6.375265636068169241e-03,1.082074276742762464e+00
6.500270844618525994e-03,7.756209785751477792e-01
6.625276053168881879e-03,4.458767118757849257e-01
6.750281261719238632e-03,1.027535757942231870e-01
6.875286470269594517e-03,-2.434348556506391870e-01
7.000291678819950403e-03,-5.822835635940566412e-01
7.125296887370307156e-03,-9.036088424334988156e-01
7.250302095920663041e-03,-1.197754384250528936e+00
7.375307304471019794e-03,-1.455881489034419607e+00
7.500312513021375679e-03,-1.670234678032331832e+00
7.625317721571732432e-03,-1.834374727581489672e+00
7.750322930122088318e-03,-1.943372120736269970e+00
7.875328138672444203e-03,-1.993955104409199208e+00
8.000333347222800956e-03,-1.984607904795824274e+00
8.125338555773157709e-03,-1.915616152497983116e+00
8.250343764323512727e-03,-1.789058155932817140e+00
8.375348972873869480e-03,-1.608742289592987706e+00
8.500354181424226233e-03,-1.380092383560511671e+00
8.625359389974582985e-03,-1.109984563674700553e+00
8.750364598524938003e-03,-8.065404509288223167e-01
8.875369807075294756e-03,-4.788829401606659597e-01
9.000375015625651509e-03,-1.368619024929393635e-01
9.125380224176006527e-03,2.092419405172057933e-01
9.250385432726363280e-03,5.490260675879974350e-01
9.375390641276720033e-03,8.722788420941338661e-01
9.500395849827076786e-03,1.169286430524348219e+00
9.625401058377431804e-03,1.431124729597490264e+00
9.750406266927788557e-03,1.649927528118461995e+00
9.875411475478145309e-03,1.819122844877401279e+00
1.000041668402850206e-02,1.933630341314467316e+00
1.012542189257885708e-02,1.990013878481711185e+00
1.025042710112921383e-02,1.986584636814329841e+00
1.037543230967957059e-02,1.923451703803689128e+00
1.050043751822992560e-02,1.802518614138659547e+00
1.062544272678028236e-02,1.627425951756353406e+00
1.075044793533063911e-02,1.403441744664551294e+00
1.087545314388099586e-02,1.137302952620530716e+00
1.100045835243135088e-02,8.370128176041189416e-01
1.112546356098170763e-02,5.116001733278012775e-01
1.125046876953206439e-02,1.708479529257002916e-01
1.137547397808241940e-02,-1.750009408839892089e-01
1.150047918663277616e-02,-5.155515592515850232e-01
1.162548439518313291e-02,-8.405693666757464433e-01
1.175048960373348966e-02,-1.140287843594968376e+00
1.187549481228384468e-02,-1.405701986232382961e+00
1.200050002083420143e-02,-1.628838882826107781e+00
1.212550522938455819e-02,-1.802997235492200367e+00
1.225051043793491320e-02,-1.922948631429606703e+00
